0,1,2,3,4
Round,train_losses,train_accs,val_Losses,val_accs
0,-1,-1,-1,-1
1,-1,-1,-1,-1
2,-1,-1,-1,-1
3,-1,-1,-1,-1
4,-1,-1,-1,-1
5,-1,-1,-1,-1
6,-1,-1,-1,-1
7,-1,-1,-1,-1
8,-1,-1,-1,-1
9,-1,-1,-1,-1
10,-1,-1,-1,-1
11,-1,-1,-1,-1
12,-1,-1,-1,-1
13,-1,-1,-1,-1
14,-1,-1,-1,-1
15,-1,-1,-1,-1
16,-1,-1,-1,-1
17,-1,-1,-1,-1
18,-1,-1,-1,-1
19,-1,-1,-1,-1
20,-1,-1,-1,-1
21,-1,-1,-1,-1
22,-1,-1,-1,-1
23,-1,-1,-1,-1
24,-1,-1,-1,-1
25,-1,-1,-1,-1
26,-1,-1,-1,-1
27,-1,-1,-1,-1
28,-1,-1,-1,-1
29,-1,-1,-1,-1
30,-1,-1,-1,-1
31,-1,-1,-1,-1
32,-1,-1,-1,-1
33,-1,-1,-1,-1
34,-1,-1,-1,-1
35,-1,-1,-1,-1
36,-1,-1,-1,-1
37,-1,-1,-1,-1
38,-1,-1,-1,-1
39,-1,-1,-1,-1
40,-1,-1,-1,-1
41,-1,-1,-1,-1
42,-1,-1,-1,-1
43,-1,-1,-1,-1
44,-1,-1,-1,-1
45,-1,-1,-1,-1
46,-1,-1,-1,-1
47,-1,-1,-1,-1
48,-1,-1,-1,-1
49,-1,-1,-1,-1
50,-1,-1,-1,-1
51,-1,-1,-1,-1
52,-1,-1,-1,-1
53,-1,-1,-1,-1
54,-1,-1,-1,-1
55,-1,-1,-1,-1
56,-1,-1,-1,-1
57,-1,-1,-1,-1
58,-1,-1,-1,-1
59,-1,-1,-1,-1
60,-1,-1,-1,-1
61,-1,-1,-1,-1
62,-1,-1,-1,-1
63,-1,-1,-1,-1
64,-1,-1,-1,-1
65,-1,-1,-1,-1
66,-1,-1,-1,-1
67,-1,-1,-1,-1
68,-1,-1,-1,-1
69,-1,-1,-1,-1
70,-1,-1,-1,-1
71,-1,-1,-1,-1
72,-1,-1,-1,-1
73,-1,-1,-1,-1
74,-1,-1,-1,-1
75,-1,-1,-1,-1
76,-1,-1,-1,-1
77,-1,-1,-1,-1
78,-1,-1,-1,-1
79,-1,-1,-1,-1
80,-1,-1,-1,-1
81,-1,-1,-1,-1
82,-1,-1,-1,-1
83,-1,-1,-1,-1
84,-1,-1,-1,-1
85,-1,-1,-1,-1
86,-1,-1,-1,-1
87,-1,-1,-1,-1
88,-1,-1,-1,-1
89,-1,-1,-1,-1
90,-1,-1,-1,-1
91,-1,-1,-1,-1
92,-1,-1,-1,-1
93,-1,-1,-1,-1
94,-1,-1,-1,-1
95,-1,-1,-1,-1
96,-1,-1,-1,-1
97,-1,-1,-1,-1
98,-1,-1,-1,-1
99,-1,-1,-1,-1
100,1.9307204253637968,0.5074626865671642,2.2201600074768066,0.4117647111415863
101,2.848228739268744,0.029850746268656716,3.0423922538757324,0.0
102,2.1157704111355455,0.3134328362657063,2.366374969482422,0.11764705926179886
103,1.9539059987708705,0.25373134372839284,2.1654560565948486,0.1764705926179886
104,2.184386868975056,0.22388059701492538,2.4780635833740234,0.05882352963089943
105,1.9298852806660667,0.2537313432835821,2.1417222023010254,0.1764705926179886
106,2.3067617523136423,0.23880597014925373,2.6571037769317627,0.05882352963089943
107,1.9649029471980992,0.23880597014925373,2.062385082244873,0.29411765933036804
108,2.3898595731649825,0.29850746313137794,2.898603677749634,0.05882352963089943
109,2.2734363185825632,0.16417910492242271,2.184525966644287,0.3529411852359772
110,2.2396357272987935,0.38805970238215887,2.8617560863494873,0.23529411852359772
111,2.9532081511483264,0.11940298507462686,2.6153736114501953,0.3529411852359772
112,1.79380715427114,0.4179104482060048,2.2943193912506104,0.23529411852359772
113,2.984549280422837,0.014925373134328358,2.798222303390503,0.0
114,1.5706373381970533,0.4626865676089899,1.9759981632232666,0.29411765933036804
115,3.111485413650968,0.0,3.0033388137817383,0.0
116,1.541387210141367,0.5373134337254425,1.924567461013794,0.4117647111415863
117,2.990562695175854,0.014925373134328358,3.0770950317382812,0.0
118,1.6039995097402315,0.5074626870119749,1.9770097732543945,0.4117647111415863
119,2.6113239793635126,0.014925373134328358,2.837294816970825,0.05882352963089943
120,1.6426289437422112,0.5223880601463033,2.0407819747924805,0.47058823704719543
120,1.6426265613356632,0.5223880597014925,2.0407817363739014,0.47058823704719543
121,2.1944348883272995,0.014925373134328358,2.337583303451538,0.11764705926179886
121,2.19443076404173,0.01492537357913914,2.337583303451538,0.11764705926179886
122,1.6218599347925897,0.5522388059701493,2.071669578552246,0.47058823704719543
122,1.6218553390075912,0.55223880641496,2.071669578552246,0.47058823704719543
123,2.0718364786745895,0.1044776119402985,2.304525375366211,0.23529411852359772
123,2.071836695742251,0.1044776119402985,2.3045260906219482,0.23529411852359772
124,1.609423333139562,0.55223880641496,2.0307984352111816,0.47058823704719543
124,1.609427293734764,0.55223880641496,2.0307981967926025,0.47058823704719543
125,2.123898091600902,0.2089552243254078,2.418044328689575,0.11764705926179886
125,2.123892835716703,0.208955223880597,2.418044090270996,0.11764705926179886
126,1.6085463646632523,0.5522388068597708,1.945806622505188,0.47058823704719543
126,1.6085506232816782,0.5522388059701493,1.945806622505188,0.47058823704719543
127,2.157735098653765,0.23880597059406453,2.5881261825561523,0.1764705926179886
127,2.157742014571802,0.23880597059406453,2.5881261825561523,0.1764705926179886
128,1.652198006857687,0.47761194074331825,1.820687174797058,0.4117647111415863
128,1.6521995903840705,0.47761194118812905,1.820687174797058,0.4117647111415863
129,2.190421769868082,0.208955223880597,2.8757169246673584,0.11764705926179886
